Index;Date;Time;Tensao (V);Corrente (A);Potencia (W);Potencia (VA);Potencia (VAR);Fator de Potencia;Angulo (Grau);Frequencia (Hz);Energia (Wh);Energia (Wh+)
0;2024-08-02;15:14:30;126.90;2.90;358.80;368.40;83.80;0.97;-13.10;60.01;0.20;0.20;0.20;-0.00
1;2024-08-02;15:14:32;126.94;2.90;358.60;368.20;83.70;0.97;-13.10;60.00;0.22;0.22;0.22;-0.00
2;2024-08-02;15:14:32;126.92;2.91;360.00;369.60;83.70;0.97;-13.10;60.00;0.25;0.25;0.25;-0.00
3;2024-08-02;15:14:32;126.94;2.91;359.70;369.30;83.60;0.97;-13.10;59.99;0.28;0.28;0.28;-0.00
4;2024-08-02;15:14:33;126.90;2.91;359.60;369.20;83.40;0.97;-13.10;60.00;0.30;0.30;0.30;-0.00
