Index;Date;Time;Tensao (V);Corrente (A);Potencia (W);Potencia (VA);Potencia (VAR);Fator de Potencia;Angulo (Grau);Frequencia (Hz);Energia (Wh);Energia (Wh+)
0;2024-08-02;12:13:43;127.41;2.88;357.21;366.86;83.59;0.97;-13.20;60.01;0.20;0.20;0.20;-0.00
1;2024-08-02;12:13:46;127.40;2.89;359.16;368.66;83.18;0.97;-13.00;60.02;0.32;0.32;0.32;-0.00
2;2024-08-02;12:13:48;127.46;2.89;358.71;368.67;85.12;0.97;-13.30;60.02;0.43;0.43;0.43;-0.00
3;2024-08-02;12:13:49;127.43;2.89;358.35;368.50;85.88;0.97;-13.50;60.01;0.55;0.55;0.55;-0.00
4;2024-08-02;12:13:50;127.38;2.90;359.40;369.30;84.95;0.97;-13.30;60.02;0.67;0.67;0.67;-0.00
5;2024-08-02;12:13:51;127.46;2.88;357.87;367.39;83.13;0.97;-13.10;60.01;0.78;0.78;0.78;-0.00
6;2024-08-02;12:13:52;127.41;2.92;362.23;371.97;84.52;0.97;-13.10;60.02;0.90;0.90;0.90;-0.00
7;2024-08-02;12:13:53;127.44;2.91;361.57;371.41;84.93;0.97;-13.20;60.02;1.01;1.01;1.01;-0.00
8;2024-08-02;12:13:55;127.43;2.91;361.61;371.14;83.57;0.97;-13.00;60.02;1.13;1.13;1.13;-0.00
9;2024-08-02;12:13:56;127.42;2.91;361.55;370.92;82.86;0.97;-12.90;60.02;1.25;1.25;1.25;-0.00
