Tuned Frequency,RF Frequency,Time,Num
390037500.0,390037307.3,17/07/2024 18:49:40,0
390037500.0,390037340.3,17/07/2024 18:49:44,1
390037500.0,390037246.6,17/07/2024 18:49:48,2
390037500.0,390037302.3,17/07/2024 18:49:52,3
390037500.0,390037204.4,17/07/2024 18:49:56,4
390037500.0,390037269.3,17/07/2024 18:50:00,5
390037500.0,390037379.1,17/07/2024 18:50:04,6
390037500.0,390037379.0,17/07/2024 18:50:08,7
390037500.0,390037329.4,17/07/2024 18:50:12,8
390037500.0,390037287.5,17/07/2024 18:50:17,9
